frame,track_id,x1,y1,x2,y2
3,60,1638.192626953125,537.2769775390625,1803.1962890625,693.123291015625
23,62,914.3208132277733,509.8635384238577,1074.572038380557,633.276700991219
28,62,964.1872208215839,514.1014502835259,1131.2975659917213,639.6902978136251
29,62,957.3290405325522,508.3726438327941,1106.653193865592,633.8826718449565
31,62,956.6541487681582,509.91240045738556,1095.0709969894644,634.6065935162585
32,62,947.0669007733798,511.2568257176877,1084.4782696633786,635.3722747158178
33,62,944.9693342243613,514.8665567575503,1080.6992154392535,636.0271486471214
47,62,964.1395485796127,500.5140423161671,1136.142108931352,637.847170952453
48,62,962.2677561660977,499.9654939868818,1146.1241320893052,638.7178776213401
49,62,957.7194039627819,500.9895891309691,1145.8043121327696,639.4571457420964
50,62,955.575961531572,501.11848307333753,1146.2114297796222,639.0453077653672
51,62,949.7378670869865,494.1874637605828,1139.9716580710258,636.6513233743043
52,62,950.4459213545035,495.4881153247227,1144.3649285784197,637.2142008211335
55,69,1193.792033706972,532.6668394052077,1341.148820174468,644.0134460724954
60,72,1101.176518695458,524.9612398959165,1231.9504720065197,637.3152821716454
61,72,1099.8308208980545,514.3384167901012,1231.8520588110835,634.4721239733586
63,72,1102.917921147004,518.4905613585637,1231.1243773459742,636.4143396379324
64,72,1102.0412725891038,514.844686109678,1231.4362213799072,635.5905141268178
100,72,1104.4835100095859,515.0101915553662,1232.0391825188792,633.5520020406832
118,72,1103.7293709588175,504.1676935233583,1263.2852486176503,632.4950105164125
124,72,1049.8108866890848,510.9859115879585,1206.8942605878874,633.2678913063448
103,73,758.5795292977888,504.9546809962986,923.3527011810378,623.5141157789722
117,73,758.9030052811905,512.7947032937384,900.4738126432086,619.3252510774248
121,79,931.6795687147116,530.0068907784487,1053.1831750698952,630.0307161531698
125,80,1363.4396020853223,538.3009885171076,1455.0486021271122,610.7521473906239
133,84,345.69642655421956,518.6298754359077,499.71526369482535,614.5792369592962
134,84,374.2411260778067,514.2440001582341,538.5502957154715,617.6776878643747
150,90,816.1413617718808,522.1332316920256,930.1169001887663,627.7331342657488
152,91,824.8216203318331,516.449076631944,923.6266411562368,636.418450932391
153,91,823.319560499684,527.7584904689778,900.7270120096132,634.7400891290714
154,91,827.574007018786,531.9160555321599,895.1375542175012,631.3068672417202
164,97,662.5252276768528,491.96399323034655,830.6797808417335,628.7459747970344
165,97,652.6567159030072,494.0135076546483,827.7970181474581,630.8720751163182
166,97,649.9774908833853,494.91592743612256,815.9224972829874,627.8333908869961
168,97,651.4905452099742,492.8002003031993,826.8076972826268,629.7144985661516
169,97,652.4946338031343,495.6009222409765,830.081462661258,630.321372744966
182,100,502.3709581106511,511.1247068344731,668.6992370598116,620.2181728366554
187,100,485.2548532566278,507.2434679324407,640.2535359532411,617.428565062066
192,107,230.88308571007354,518.8156470936617,326.84736485800937,624.8717330428503
193,107,214.56754999260937,513.9869856003369,321.2849067163947,625.6890096432077
195,108,221.86390546767862,508.1216348682009,336.45198321949783,620.7041187465044
216,108,219.02725701240996,506.20274034527165,361.6821204185772,619.323165313873
222,110,1194.5937460845262,535.3002494964894,1274.108042652354,615.6128308261423
219,117,542.1226099090235,505.5567849401615,648.7399839761171,611.6147854296672
