event_id,n_images,img_first,img_last,has_target,touch_crosswalk,has_flow,wrong_way,direction,cos_to_flow
0,1,IM_00002.JPG,IM_00002.JPG,False,False,True,NA,NA,NA
1,4,IM_00015.JPG,IM_00018.JPG,False,False,True,NA,NA,NA
2,6,IM_00037.JPG,IM_00042.JPG,True,False,True,NA,NA,NA
3,2,IM_00047.JPG,IM_00048.JPG,True,False,True,NA,NA,NA
4,8,IM_00055.JPG,IM_00062.JPG,True,False,True,NA,NA,NA
5,3,IM_00071.JPG,IM_00073.JPG,False,False,True,NA,NA,NA
6,2,IM_00095.JPG,IM_00096.JPG,False,False,True,NA,NA,NA
7,6,IM_00103.JPG,IM_00109.JPG,False,False,True,NA,NA,NA
8,1,IM_00112.JPG,IM_00112.JPG,False,False,True,NA,NA,NA
9,2,IM_00119.JPG,IM_00120.JPG,False,False,True,NA,NA,NA
10,5,IM_00123.JPG,IM_00127.JPG,False,False,True,NA,NA,NA
11,1,IM_00132.JPG,IM_00132.JPG,True,False,True,NA,NA,NA
12,2,IM_00137.JPG,IM_00138.JPG,False,False,True,NA,NA,NA
13,2,IM_00144.JPG,IM_00145.JPG,False,False,True,NA,NA,NA
14,2,IM_00151.JPG,IM_00152.JPG,True,False,True,NA,NA,NA
15,6,IM_00155.JPG,IM_00162.JPG,True,False,True,NA,NA,NA
16,2,IM_00179.JPG,IM_00180.JPG,False,False,True,NA,NA,NA
17,1,IM_00205.JPG,IM_00205.JPG,True,False,True,NA,NA,NA
18,4,IM_00223.JPG,IM_00226.JPG,True,False,True,NA,NA,NA
19,7,IM_00252.JPG,IM_00258.JPG,False,False,True,NA,NA,NA
20,2,IM_00281.JPG,IM_00282.JPG,False,False,True,NA,NA,NA
21,2,IM_00301.JPG,IM_00302.JPG,False,False,True,NA,NA,NA
22,2,IM_00317.JPG,IM_00318.JPG,False,False,True,NA,NA,NA
23,4,IM_00337.JPG,IM_00340.JPG,False,False,True,NA,NA,NA
24,4,IM_00353.JPG,IM_00357.JPG,True,False,True,NA,NA,NA
25,6,IM_00365.JPG,IM_00370.JPG,True,False,True,NA,NA,NA
26,2,IM_00393.JPG,IM_00394.JPG,True,False,True,True,against_flow,-0.9896379481606077
27,8,IM_00413.JPG,IM_00420.JPG,True,False,True,NA,NA,NA
28,16,IM_00431.JPG,IM_00447.JPG,True,False,True,NA,NA,NA
29,2,IM_00479.JPG,IM_00480.JPG,True,False,True,NA,NA,NA
30,4,IM_00483.JPG,IM_00486.JPG,True,False,True,NA,NA,NA
31,7,IM_00495.JPG,IM_00501.JPG,True,False,True,NA,NA,NA
32,19,IM_00517.JPG,IM_00536.JPG,True,False,True,NA,NA,NA
33,12,IM_00540.JPG,IM_00552.JPG,True,False,True,NA,NA,NA
34,4,IM_00555.JPG,IM_00558.JPG,True,False,True,NA,NA,NA
35,9,IM_00583.JPG,IM_00592.JPG,True,False,True,NA,NA,NA
36,2,IM_00599.JPG,IM_00600.JPG,True,False,True,NA,NA,NA
37,2,IM_00623.JPG,IM_00624.JPG,True,False,True,NA,NA,NA
38,4,IM_00627.JPG,IM_00630.JPG,True,False,True,NA,NA,NA
39,2,IM_00657.JPG,IM_00658.JPG,True,False,True,NA,NA,NA
40,2,IM_00667.JPG,IM_00668.JPG,True,False,True,NA,NA,NA
41,6,IM_00695.JPG,IM_00700.JPG,True,False,True,NA,NA,NA
42,6,IM_00703.JPG,IM_00708.JPG,True,False,True,True,against_flow,-0.7970918301357817
43,4,IM_00719.JPG,IM_00722.JPG,True,False,True,False,along_flow,0.9916607517767531
44,2,IM_00727.JPG,IM_00728.JPG,True,False,True,NA,NA,NA
45,2,IM_00733.JPG,IM_00734.JPG,False,False,True,NA,NA,NA
46,6,IM_00737.JPG,IM_00742.JPG,True,False,True,NA,NA,NA
47,4,IM_00745.JPG,IM_00748.JPG,True,False,True,NA,NA,NA
48,2,IM_00757.JPG,IM_00758.JPG,True,False,True,NA,NA,NA
49,1,IM_00761.JPG,IM_00761.JPG,True,False,True,NA,NA,NA
50,2,IM_00789.JPG,IM_00790.JPG,False,False,True,NA,NA,NA
51,1,IM_00845.JPG,IM_00845.JPG,True,False,True,NA,NA,NA
52,2,IM_00867.JPG,IM_00868.JPG,True,False,True,NA,NA,NA
53,2,IM_00873.JPG,IM_00874.JPG,False,False,True,NA,NA,NA
54,1,IM_00953.JPG,IM_00953.JPG,False,False,True,NA,NA,NA
55,8,IM_00961.JPG,IM_00968.JPG,True,False,True,NA,NA,NA
56,1,IM_00990.JPG,IM_00990.JPG,True,False,True,NA,NA,NA
57,6,IM_01017.JPG,IM_01022.JPG,True,False,True,NA,NA,NA
58,1,IM_01025.JPG,IM_01025.JPG,False,False,True,NA,NA,NA
59,1,IM_01045.JPG,IM_01045.JPG,False,False,True,NA,NA,NA
60,1,IM_01057.JPG,IM_01057.JPG,False,False,True,NA,NA,NA
61,2,IM_01075.JPG,IM_01076.JPG,False,False,True,NA,NA,NA
62,3,IM_01121.JPG,IM_01123.JPG,False,False,True,NA,NA,NA
63,2,IM_01205.JPG,IM_01206.JPG,True,False,True,NA,NA,NA
64,1,IM_01216.JPG,IM_01216.JPG,False,False,True,NA,NA,NA
65,1,IM_01224.JPG,IM_01224.JPG,False,False,True,NA,NA,NA
66,2,IM_01233.JPG,IM_01234.JPG,False,False,True,NA,NA,NA
67,2,IM_01275.JPG,IM_01276.JPG,True,False,True,NA,NA,NA
68,1,IM_01283.JPG,IM_01283.JPG,True,False,True,NA,NA,NA
69,2,IM_01311.JPG,IM_01312.JPG,False,False,True,NA,NA,NA
70,2,IM_01359.JPG,IM_01360.JPG,False,False,True,NA,NA,NA
71,2,IM_01369.JPG,IM_01370.JPG,False,False,True,NA,NA,NA
72,2,IM_01375.JPG,IM_01376.JPG,False,False,True,NA,NA,NA
73,1,IM_01389.JPG,IM_01389.JPG,False,False,True,NA,NA,NA
74,2,IM_01411.JPG,IM_01412.JPG,False,False,True,NA,NA,NA
75,2,IM_01467.JPG,IM_01468.JPG,False,False,True,NA,NA,NA
76,2,IM_01505.JPG,IM_01506.JPG,False,False,True,NA,NA,NA
77,1,IM_01625.JPG,IM_01625.JPG,False,False,True,NA,NA,NA
78,1,IM_01667.JPG,IM_01667.JPG,False,False,True,NA,NA,NA
79,2,IM_01735.JPG,IM_01736.JPG,False,False,True,NA,NA,NA
80,2,IM_01797.JPG,IM_01798.JPG,False,False,True,NA,NA,NA
81,2,IM_01883.JPG,IM_01884.JPG,False,False,True,NA,NA,NA
82,24,IM_01998.JPG,IM_02024.JPG,False,False,True,NA,NA,NA
83,1,IM_02029.JPG,IM_02029.JPG,False,False,True,NA,NA,NA
84,6,IM_02037.JPG,IM_02042.JPG,False,False,True,NA,NA,NA
85,2,IM_02105.JPG,IM_02106.JPG,False,False,True,NA,NA,NA
86,2,IM_02146.JPG,IM_02147.JPG,True,False,True,NA,NA,NA
87,4,IM_02163.JPG,IM_02166.JPG,False,False,True,NA,NA,NA
88,2,IM_02169.JPG,IM_02170.JPG,False,False,True,NA,NA,NA
89,6,IM_02211.JPG,IM_02216.JPG,False,False,True,NA,NA,NA
90,2,IM_02225.JPG,IM_02226.JPG,False,False,True,NA,NA,NA
91,3,IM_02247.JPG,IM_02250.JPG,False,False,True,NA,NA,NA
92,2,IM_02307.JPG,IM_02308.JPG,False,False,True,NA,NA,NA
93,2,IM_02311.JPG,IM_02312.JPG,False,False,True,NA,NA,NA
94,2,IM_02513.JPG,IM_02514.JPG,False,False,True,NA,NA,NA
95,2,IM_02643.JPG,IM_02644.JPG,False,False,True,NA,NA,NA
96,3,IM_02731.JPG,IM_02733.JPG,False,False,True,NA,NA,NA
97,1,IM_02748.JPG,IM_02748.JPG,False,False,True,NA,NA,NA
98,4,IM_02783.JPG,IM_02786.JPG,True,False,True,NA,NA,NA
